,question,answer,options,meta_info,answer_idx,metamap_phrases,predictions,reasoning
1228,"An 8-year-old boy is brought to the physician by his parents for short stature. Neither his clothing nor his shoe size have changed over the past year. He also frequently bumps into obstacles such as furniture and has headaches at night. He is always thirsty for cold water and has been urinating more frequently. Three years ago, he had an asthma attack that was treated with albuterol and a one-week course of steroids. His mother has Hashimoto's thyroiditis and had precocious puberty. His mother's height is 147 cm (4 ft 10 in) and his father's height is 160 cm (5 ft 3 in). He is at the 5th percentile for height and 5th percentile for weight. His temperature is 37°C (98.6°F), pulse is 98/min, respirations are 16/min, and blood pressure is 100/64 mm Hg. Examination shows a soft and nontender abdomen. The genitals and pubic hair are both Tanner stage 1. Axillary hair is absent. Patellar reflexes are 1+ bilaterally. Laboratory studies show:
Na+ 145 mEq/L
K+ 4.1 mEq/L
Cl- 102 mEq/L
HCO3- 25 mEq/L
Ca2+ 9.4 mg/dL
Glucose 110 mg/dL
Thyroid-stimulating hormone 0.3 μU/mL
Thyroxine 3.9 μg/dL
Insulin-like growth factor 1 24 ng/mL (N=61–356 ng/mL)
Insulin-like growth factor binding protein 3 2.1 mcg/mL (N=1.6–6.5 μg/mL)
Which of the following is the most likely diagnosis?""",Craniopharyngioma,"{'A': 'Rathke cleft cyst', 'B': 'Craniopharyngioma', 'C': 'Multiple endocrine neoplasia', 'D': 'Pituitary adenoma'}",step2&3,B,"['year old boy' 'brought' 'physician' 'parents' 'short stature' 'clothing'
 'shoe size' 'changed' 'past year' 'frequently' 'furniture' 'headaches'
 'night' 'always thirsty' 'cold water' 'more frequently' 'Three years'
 'asthma attack' 'treated with albuterol' 'one-week course' 'steroids'
 'mother' 'Hashimoto' 'hyroiditis ' 'recocious puberty.' ""other'"" 'ight i'
 'f  1  i' ""ther's"" 'ght is' 't 3 ' ' pe centile fo' 'ght an'
 ' pe centile fo' 'ght. H' 'perature is' '6F' 'se is' 'mi , r'
 'pirations ar' ', a' 'od pressure is' '/64 mm Hg. E' 'mination sh ws a '
 't an' 'tender ab omen. T' 'itals an' 'ic hair ar' 'ner st'
 'llary hair is' 'ent. P' 'ellar reflexes ar' 'b'
 'oratory studies sh w: N' ' 1' '/L K+ 4' '  E' ' 1' '3- 2' '+ 9' 'dL'
 'dL' 'roid-stimulating hormone 0.  U/' 'Th' 'ulin-like growth factor 1 '
 'mL (N' '1' 'mL) I' 'ulin-like growth factor binding protein 3 2.' '(N'
 '. 6 5  / L) W' 'lowing is' 't likely di gnosis?""']",B,"', step_by_step=\""1. The patient is an 8-year-old boy with short stature, which is a key symptom that indicates a potential endocrine issue.\\n2. He has not experienced any change in clothing or shoe size over the past year, suggesting a lack of growth.\\n3. The boy frequently bumps into obstacles and has headaches at night, which could indicate increased intracranial pressure or a mass effect in the brain.\\n4. His symptoms of thirst and increased urination may suggest diabetes insipidus, which can occur with hypothalamic or pituitary lesions.\\n5. The family history includes maternal Hashimoto's thyroiditis and precocious puberty, which could suggest a genetic predisposition to endocrine disorders.\\n6. His laboratory studies show low insulin-like growth factor 1 (IGF-1"
1229,"A 31-year-old woman, gravida 2, para 1, at 32 weeks' gestation presents to the emergency department for clear vaginal discharge that started roughly 26 hours ago. Her pregnancy has been uncomplicated. Her first child was born at term by vaginal delivery. She has no history of any serious illnesses. She does not drink alcohol or smoke cigarettes. Current medications include vitamin supplements. Her temperature is 37.2°C (98.9°F), pulse is 70/min, respirations are 18/min, and blood pressure is 128/82 mm Hg. Speculum examination demonstrates clear fluid at the cervical os. The fetal heart rate is reactive at 160/min with no decelerations. Tocometry shows uterine contractions. Nitrazine testing is positive. She is started on indomethacin. Which of the following is the most appropriate next step in management?","Administer betamethasone, ampicillin, and proceed with cesarean section","{'A': 'Administer ampicillin and perform amnioinfusion', 'B': 'Administer ampicillin and progesterone', 'C': 'Administer betamethasone, ampicillin, and proceed with cesarean section', 'D': 'Administer betamethasone, ampicillin, and proceed with induction of labor'}",step2&3,C,"['31 year old woman' 'gravida 2' 'para 1' 'weeks' 'gestation presents'
 'emergency department' 'clear vaginal discharge' 'started' 'hours'
 'pregnancy' 'uncomplicated' 'first child' 'born' 'term'
 'vaginal delivery' 'history' 'serious illnesses' 'not drink alcohol'
 'smoke cigarettes' 'Current medications include vitamin supplements'
 'temperature' '98 9F' 'pulse' '70 min' 'respirations' 'min'
 'blood pressure' 'mm Hg' 'Speculum examination demonstrates clear fluid'
 'cervical os' 'fetal heart rate' 'reactive' 'min' 'decelerations'
 'shows uterine contractions' 'testing' 'positive' 'started'
 'indomethacin' 'following' 'most appropriate next step' 'management']",A,"', step_by_step='1. The patient is 32 weeks pregnant and presents with clear vaginal discharge, which along with positive nitrazine testing indicates possible rupture of membranes (PROM"
1230,"A 63-year-old man comes to the emergency department because of a 4-day history of lower abdominal pain, fever, and nausea. He has a history of constipation. His temperature is 39.1°C (102.4°C). Abdominal examination shows left lower quadrant tenderness with no guarding or rebound. Laboratory studies show a leukocyte count of 19,000/mm3. A CT scan of the abdomen shows segmental wall thickening of the descending colon with multiple diverticula and a 5.0-cm, low-attenuation pelvic lesion with air-fluid levels. CT-guided drainage of the fluid collection yields 250 mL of yellow-greenish fluid. Release of which of the following substances is most likely responsible for the formation of the drained lesion?",Lysosomal enzymes,"{'A': 'Staphylococcal coagulase', 'B': 'Lipoteichoic acid', 'C': 'Interleukin-3', 'D': 'Lysosomal enzymes'}",step1,D,"['63 year old man' 'emergency department' '4-day history'
 'lower abdominal pain' 'fever' 'nausea' 'history' 'constipation'
 'temperature' '4C'
 'Abdominal examination shows left lower quadrant tenderness' 'guarding'
 'Laboratory studies show' 'leukocyte count' 'mm3' 'CT scan'
 'abdomen shows segmental wall thickening of' 'descending colon'
 'multiple diverticula' '5 0' 'low attenuation pelvic lesion'
 'air-fluid levels' 'CT-guided drainage' 'collection' 'mL' 'yellow'
 'fluid' 'Release' 'following substances' 'most likely responsible'
 'formation' 'drained lesion']",D,"', step_by_step=\""The patient presents with symptoms and imaging findings suggestive of diverticulitis, which is inflammation of the diverticula in the colon. The presence of a low-attenuation pelvic lesion with air-fluid levels indicates an abscess, likely due to the infection of the diverticula. In the context of diverticulitis, the body's immune response leads to the release of various substances. \\n\\nAmong the options given:\\n- **Staphylococcal coagulase** is associated with Staphylococcus infections, which are not typically related to diverticulitis.\\n- **Lipoteichoic acid** is a component of the cell wall of Gram-positive bacteria and can elicit an immune response, but it is not directly responsible for abscess formation.\\n- **Interleukin-3** is a cytokine that plays a role in hematopoiesis and immune response, but it is not specifically associated with the formation of abscesses.\\n- **Lysosomal enzymes** are released by immune cells, particularly neutrophils, during inflammation and are directly involved in the breakdown of tissue and formation of pus in an abscess. \\n\\nGiven that the lesion is a result of an inflammatory process due to diverticulitis, the release of lysosomal enzymes from neutrophils in response to the infection is the most likely cause of the abscess formation. Therefore, the correct answer is D: Lysosomal enzymes.\"""
1231,A researcher is studying risk factors for open-angle glaucoma in a group of elderly patients at a primary care clinic. He is curious if patients with diabetes (defined as fasting serum glucose ≥126 mg/dL on two separate readings) are at increased risk of developing open-angle glaucoma over time. Which of the following is the best statement of the null hypothesis for this study?,The future risk of open-angle glaucoma is the same in patients with and those without diabetes,"{'A': 'The future risk of open-angle glaucoma is the same in patients with and those without diabetes', 'B': 'Having diabetes will not cause changes in risk of future open-angle glaucoma', 'C': 'Diabetes is not associated with an increased prevalence of open-angle glaucoma', 'D': 'Improved adherence to antidiabetics will not be effective in decreasing future open-angle glaucoma risk'}",step2&3,A,"['researcher' 'studying risk factors' 'open-angle glaucoma' 'a group'
 'elderly patients' 'primary care clinic' 'curious' 'patients' 'diabetes'
 'defined' 'fasting serum glucose' 'mg dL' 'two separate readings'
 'increased risk' 'open-angle glaucoma' 'time' 'following'
 'best statement' 'null hypothesis' 'study']",A,"', step_by_step=\""To determine the best statement of the null hypothesis for the study, we need to understand what a null hypothesis represents. The null hypothesis typically states that there is no effect or no difference between groups being studied. In this case, the researcher is investigating whether there is a difference in the risk of developing open-angle glaucoma between patients with diabetes and those without diabetes. \\n\\n1. **Option A:** 'The future risk of open-angle glaucoma is the same in patients with and those without diabetes.' This clearly states that there is no difference in risk, which aligns with the concept of a null hypothesis.\\n\\n2. **Option B:** 'Having diabetes will not cause changes in risk of future open-angle glaucoma.' This is similar to option A but doesn't explicitly mention the comparison between the two groups (with and without diabetes"
1232,"Background:
Some patients with severe asthma have frequent exacerbations associated with persistent eosinophilic inflammation despite continuous treatment with high-dose inhaled glucocorticoids with or without oral glucocorticoids.
Methods:
In this randomized, double-blind clinical trial we assigned 576 patients with recurrent asthma exacerbations and evidence of eosinophilic inflammation despite high doses of inhaled glucocorticoids to one of three study groups. Patients were assigned to receive mepolizumab, a humanized monoclonal antibody against interleukin-5, which was administered as either a 75-mg intravenous dose or a 100-mg subcutaneous dose or placebo every 4 weeks for 32 weeks. The primary outcome was the rate of exacerbations. Other outcomes included the forced expiratory volume in 1 second (FEV1) and scores on the St. George’s Respiratory Questionnaire (SGRQ) and the 5-item Asthma Control Questionnaire (ACQ-5).
Results:
The rate of exacerbations was reduced by 47% (95% confidence interval [CI], 29 to 61) among patients receiving intravenous mepolizumab and by 53% (95% CI, 37 to 65) among those receiving subcutaneous mepolizumab, as compared with those receiving placebo (p<0.001 for both comparisons). Exacerbations necessitating an emergency department visit or hospitalization were reduced by 32% in the group receiving intravenous mepolizumab and by 61% in the group receiving subcutaneous mepolizumab. At week 32, the mean increase from baseline in FEV1 was 100 ml greater in patients receiving intravenous mepolizumab than in those receiving placebo (p=0.02) and 98 ml greater in patients receiving subcutaneous mepolizumab than in those receiving placebo (p=0.03). The improvement from baseline in the SGRQ score was 6.4 points and 7.0 points greater in the intravenous and subcutaneous mepolizumab groups, respectively than in the placebo group, and the improvement in the ACQ-5 score was 0.42 points and 0.44 points greater in the two mepolizumab groups, respectively than in the placebo group (p<0.001 for all comparisons).
Conclusions:
Mepolizumab administered either intravenously or subcutaneously significantly reduced asthma exacerbations and was associated with improvements in markers of asthma control.
Given the original research abstract above, which of the following would be true if the authors had inadvertently encountered a type 1 error?",A type 1 error occurs when the null hypothesis is true but is rejected in error.,"{'A': 'A type 1 error occurs when the null hypothesis is true but is rejected in error.', 'B': 'A type 1 error occurs when the null hypothesis is false, yet is accepted in error.', 'C': 'A type 1 error is a beta (β) error and is usually 0.1 or 0.2.', 'D': 'A type 1 error is dependent on the confidence interval of a study.'}",step2&3,A,"['Background' 'patients' 'severe asthma'
 'frequent exacerbations associated with persistent eosinophilic'
 'continuous treatment' 'high-dose inhaled glucocorticoids'
 'oral glucocorticoids' 'Methods' 'randomized'
 'double-blind clinical trial' 'assigned' 'patients'
 'recurrent asthma exacerbations' 'evidence' 'eosinophilic inflammation'
 'high doses' 'inhaled glucocorticoids' 'one' 'three study groups'
 'Patients' 'assigned to receive mepolizumab'
 'humanized monoclonal antibody' 'interleukin-5' 'administered'
 '75 mg intravenous dose' '100 mg subcutaneous dose' 'placebo' '4 weeks'
 'primary outcome' 'rate' 'exacerbations' 'outcomes included'
 'forced expiratory volume in 1 second' 'scores' 'St'
 'Respiratory Questionnaire' '5 item Asthma Control Questionnaire'
 'Results' 'rate' 'exacerbations' 'reduced' '95' 'confidence interval'
 '29' '61' 'patients receiving intravenous mepolizumab' '95' 'CI' '65'
 'receiving subcutaneous mepolizumab' 'compared' 'receiving placebo'
 'p 0.001' 'comparisons' 'Exacerbations' 'emergency visit'
 'hospitalization' 'reduced' 'group receiving intravenous mepolizumab'
 '61' 'group receiving subcutaneous mepolizumab' 'week' 'mean increase'
 'baseline in FEV1' '100 ml greater'
 'patients receiving intravenous mepolizumab' 'receiving placebo' 'p 0.02'
 '98 ml greater' 'patients receiving subcutaneous mepolizumab'
 'receiving placebo' 'p 0.03' 'improvement' 'baseline' 'score'
 '6.4 points' '0 points greater' 'intravenous'
 'subcutaneous mepolizumab groups' 'placebo group' 'improvement'
 'ACQ-5 score' '0.42 points' '0.44 points greater'
 'two mepolizumab groups' 'placebo group' 'p 0.001' 'comparisons'
 'Conclusions' 'Mepolizumab administered either'
 'reduced asthma exacerbations' 'associated with improvements' 'markers'
 'asthma control' 'Given' 'original research abstract' 'following' 'true'
 'authors' 'encountered' 'type 1 error']",A,"', step_by_step='1. A type 1 error is defined as the incorrect rejection of a true null hypothesis. This means that the researchers conclude that there is a significant effect or difference when, in reality, there is none. 2. In the context of the study, if the authors had encountered a type 1 error, they would have claimed that mepolizumab significantly reduced asthma exacerbations when it actually did not. 3. Option A correctly states this definition, while the other options describe different concepts related to hypothesis testing. 4. Therefore, the correct answer is A.'"
1233,"A 30-year-old Japanese woman is brought to the emergency department after fainting at work. She says she was only unconscious for a moment and recovered quickly. She reports increasing fatigue and joint pain for the past 4 months. Her blood pressure is 90/60 mm Hg, and her temperature is 36.6°C (98.0°F). On physical examination, the patient is fully conscious. Her radial pulse is absent at her right wrist and 1+ at her left wrist. Laboratory findings are significant for the following:
Hemoglobin: 10.9 g/dL
Hematocrit: 34.7%
Leukocyte count: 5,500/mm3
Neutrophils: 65%
Lymphocytes: 30%
Monocytes: 5%
Mean corpuscular volume: 78.2 μm3
Platelet count: 190,000/mm3
Erythrocyte sedimentation rate: 56 mm/h
What complications is this patient at risk for?",Myocardial infarction,"{'A': 'Myocardial infarction', 'B': 'Tongue infarction', 'C': 'Palpable purpura', 'D': 'Polyneuropathy'}",step2&3,A,"['30 year old Japanese woman' 'brought' 'emergency department' 'fainting'
 'work' 'only unconscious' 'recovered' 'reports increasing fatigue'
 'joint pain' 'past' 'months' 'blood pressure' '90 60 mm Hg' 'temperature'
 '36' '98' 'physical examination' 'patient' 'fully conscious'
 'radial pulse' 'absent' 'right wrist' '1' 'left wrist'
 'Laboratory findings' 'significant' 'following' 'Hemoglobin'
 '10.9 g dL Hematocrit' 'Leukocyte count' '5 500 mm3 Neutrophils' '65'
 'Lymphocytes' '30' 'Monocytes' '5' 'Mean corpuscular volume'
 'm3 Platelet count' 'mm3 Erythrocyte sedimentation rate' 'mm/h'
 'complications' 'patient at risk']",D,"', step_by_step=\""This patient presents with symptoms suggestive of an autoimmune condition, likely systemic lupus erythematosus (SLE"
1234,"A 25-year-old woman comes to the physician because of an acute, painful swelling of the left labia that she first noticed that morning. She also reports some pain while sitting and walking. She is sexually active with her boyfriend and states that she has been having pain during vaginal intercourse lately. She has no history of serious illness. She appears uncomfortable. Her temperature is 38°C (100.4°F), pulse is 90/min, and blood pressure 120/80 mm Hg. Pelvic examination shows a left-sided, tender mass surrounded by edema and erythema in the left inner labia. The remainder of the examination shows no abnormalities. Which of the following is the most appropriate next step in management?",Incision and drainage,"{'A': 'Cryotherapy', 'B': 'Incision and drainage', 'C': 'Biopsy', 'D': 'Trimethoprim-sulfamethoxazole'}",step2&3,B,"['year old woman' 'physician' 'of' 'acute' 'painful swelling'
 'the left labia' 'first' 'morning' 'reports' 'pain' 'sitting' 'walking'
 'sexually active' 'boyfriend' 'states' 'pain' 'vaginal' 'history'
 'serious illness' 'appears' 'temperature' '100 4F' 'pulse' '90 min'
 'blood pressure' '80 mm Hg' 'Pelvic examination shows' 'left-sided'
 'tender mass surrounded' 'edema' 'erythema' 'left inner labia'
 'examination shows' 'abnormalities' 'following'
 'most appropriate next step' 'management']",B,"', step_by_step=\""1. The patient presents with an acute, painful swelling of the left labia, which is likely indicative of a Bartholin's gland cyst or abscess, especially given the tenderness, edema, and erythema observed during the pelvic examination.\\n2. The acute nature of the swelling, combined with the symptoms of pain during intercourse and the presence of fever, suggests that this is not a simple cyst but rather an abscess that may require intervention.\\n3. The most appropriate management for a Bartholin's gland abscess is incision and drainage to relieve the pressure, remove pus, and alleviate the patient's discomfort.\\n4. Other options like cryotherapy, biopsy, or antibiotics (like trimethoprim-sulfamethoxazole"
1235,A 21-year-old female presents to the clinic requesting prenatal counseling. She was born with a disease that has led her to have recurrent upper respiratory infections throughout her life requiring antibiotic prophylaxis and chest physiotherapy as well as pancreatic enzyme replacement therapy. She marries a man (without this disease phenotype) from a population where the prevalence of this disease is 1/100. What is the chance that their child will have the disease of interest?,9/100,"{'A': '9/100', 'B': '1/10', 'C': '81/100', 'D': '9/10'}",step1,A,"['21-year-old female presents' 'clinic requesting prenatal counseling'
 'born' 'disease' 'led' 'to' 'recurrent upper respiratory infections'
 'life' 'antibiotic prophylaxis' 'chest physiotherapy'
 'pancreatic enzyme replacement therapy' 'marries' 'man'
 'disease phenotype' 'population' 'prevalence' 'disease' '1 100' 'chance'
 'child' 'disease of interest']",A,"', step_by_step=\""To determine the chance that their child will inherit the disease, we need to consider the genetics involved. The woman has the disease, which is likely inherited in an autosomal recessive pattern given that she has required treatment throughout her life. This means she must have two copies of the recessive allele (let's denote it as 'aa'"
1236,"A 45-year-old woman presents to the physician with a history of headache, palpitations, and episodic diaphoresis. She was diagnosed with hypertension in the past and is now regularly taking antihypertensive medication (amlodipine 10 mg once daily). She has had a diffuse thyroid swelling for the past 4 months. She complains of pain in the long bones of her arms and legs for the past 3 months. She is slightly built, appears thin, and is anxious and apprehensive. Her skin is moist and warm. Her weight is 45 kg (99.2 lb) and height is 146 cm (4 ft 7 in); BMI is 21.12 kg/m2. Her pulse is 116/min, the blood pressure is 196/102 mm Hg, the respiratory rate is 29/min, and the temperature is 37.2°C (99.0°F). Diffuse and firm thyromegaly is present. Her upper extremities exhibit fine tremors during an anxiety attack. The laboratory test results reveal elevated 24-hour urinary VMA and metanephrines. Serum epinephrine, calcitonin, and parathormone levels are also elevated. Hypercalcemia and hyperglycemia are also noted. Which of the following is the most likely diagnosis?",Multiple endocrine neoplasia (MEN) 2A,"{'A': 'Von Hippel-Lindau syndrome', 'B': 'Multiple endocrine neoplasia (MEN) 2A', 'C': 'Multiple endocrine neoplasia (MEN) 2B', 'D': 'Neurofibromatosis'}",step2&3,B,"['year old woman presents' 'physician' 'history of headache'
 'palpitations' 'episodic diaphoresis' 'diagnosed' 'hypertension' 'past'
 'now' 'taking antihypertensive medication' 'amlodipine 10 mg' 'daily'
 'diffuse thyroid swelling' 'past' 'months' 'pain' 'long bones of' 'arms'
 'legs' 'past 3 months' 'slightly built' 'appears thin' 'anxious'
 'apprehensive' 'skin' 'moist' 'warm' 'weight' 'kg' '99' 'height' '4 ft'
 'BMI' 'kg/m2' 'pulse' 'min' 'blood pressure' 'mm Hg' 'respiratory rate'
 '29 min' 'temperature' '99' 'Diffuse' 'firm thyromegaly' 'present'
 'upper extremities exhibit fine tremors' 'anxiety attack'
 'laboratory test results reveal elevated' 'hour urinary VMA'
 'metanephrines' 'Serum epinephrine' 'calcitonin' 'parathormone levels'
 'elevated' 'Hypercalcemia' 'hyperglycemia' 'noted' 'following'
 'most likely diagnosis']",B,"', step_by_step='To determine the most likely diagnosis for this 45-year-old woman, we need to analyze her symptoms and laboratory findings:\\n\\n1. **Symptoms**: The patient presents with headaches, palpitations, diaphoresis, anxiety, and diffuse thyroid swelling. She also reports pain in the long bones, which could suggest some form of endocrine or metabolic disturbance.\\n\\n2. **Vital Signs**: Her vital signs show tachycardia (pulse of 116/min"
1237,"A 57-year-old man comes to the physician because of a 1-year history of increasing shortness of breath on exertion and a cough productive of a small amount of grayish-white phlegm. The cough had been initially nonproductive. He has not had fever or chest pain. He is originally from China and visits his family there once every year. He has worked as a car salesman for 15 years and worked in a shipyard before that for 22 years. He smoked half a pack of cigarettes daily for 13 years but stopped 25 years ago. His temperature is 37.1°C (98.8°F), pulse is 86/min, respirations are 16/min, and blood pressure is 130/80 mm Hg. Fine expiratory crackles are heard at both lung bases. An x-ray of the chest shows patchy infiltrates and supradiaphragmatic pleural thickening in both lungs. A photomicrograph from a sputum sample is shown. Further evaluation of this patient is most likely to show which of the following findings?",Increased alveolar-arterial gradient,"{'A': 'Increased alveolar-arterial gradient', 'B': 'Bloody pleural effusion', 'C': 'Concave flow-volume loop', 'D': 'Increased diffusing capacity (DLCO)'}",step2&3,A,"['57 year old man' 'physician' 'of' 'year history' 'increasing shortness'
 'breath' 'exertion' 'cough productive' 'small' 'grayish white phlegm'
 'cough' 'initially' 'not' 'fever' 'chest pain' 'China' 'visits' 'family'
 'year' 'worked' 'car salesman' 'years' 'worked' 'years' 'smoked half'
 'pack' 'cigarettes daily' 'years' 'stopped' 'years' 'temperature' '98'
 'pulse' 'min' 'respirations' 'min' 'blood pressure' '80 mm Hg'
 'Fine expiratory crackles' 'heard' 'lung bases' 'x-ray of'
 'chest shows patchy infiltrates' 'pleural thickening' 'lungs'
 'photomicrograph' 'sputum sample' 'shown' 'Further evaluation' 'patient'
 'most likely to show' 'following findings']",A,"', step_by_step='The patient presents with a history of increasing shortness of breath on exertion, a productive cough, and findings on chest x-ray suggestive of pleural thickening and patchy infiltrates. The history of working in a shipyard may indicate exposure to asbestos, which can lead to conditions such as asbestosis or pleural disease. Given the symptoms and the x-ray findings, it is likely that there is some degree of interstitial lung disease or pleural involvement. \\n\\nIncreased alveolar-arterial gradient is commonly seen in conditions that affect the lung parenchyma or pleura, leading to impaired gas exchange. This patient\u2019s symptoms and history of potential asbestos exposure align with this finding. \\n\\nOptions B (bloody pleural effusion"
1238,"A 45-year-old woman presents with sudden-onset dyspnea. Her past medical history is significant for varicose veins in her lower extremities, well-controlled diabetes mellitus type 2, and a 25 pack-year smoking history. The patient currently takes metformin and pioglitazone. Family history is significant for her sister who died at the age of 35 because of a pulmonary embolism. Her temperature is 37.8°C (100.0°F), the pulse is 111/min, the respirations are 18/min, and the blood pressure is 130/60 mm Hg. On physical examination, the patient is pale and diaphoretic. Cardiac exam is significant for an S3 gallop. There is erythema and swelling over multiple varicose veins in her left leg. Ultrasound of her left leg is positive for a deep vein thrombosis. The patient is admitted, and anticoagulation is started with a vitamin K inhibitor. However, despite these interventions, she dies shortly after admission. Which of the following was the most likely etiology of this patient’s condition?",Protein S deficiency,"{'A': 'Distal peripheral microembolism', 'B': 'Necrotizing fasciitis', 'C': 'Protein S deficiency', 'D': 'Waldenström macroglobulinemia'}",step1,C,"['year old woman presents' 'sudden-onset dyspnea' 'past medical history'
 'significant' 'varicose veins' 'lower extremities'
 'well-controlled diabetes mellitus type 2' 'pack-year smoking history'
 'patient currently takes metformin' 'pioglitazone' 'Family history'
 'significant' 'sister' 'died' 'age' '35' 'pulmonary embolism'
 'temperature' '100' 'pulse' 'min' 'respirations' 'min' 'blood pressure'
 '60 mm Hg' 'physical examination' 'patient' 'pale' 'diaphoretic'
 'Cardiac exam' 'significant' 'S3 gallop' 'erythema' 'swelling'
 'multiple varicose veins' 'left leg' 'Ultrasound' 'positive'
 'deep vein thrombosis' 'patient' 'admitted' 'anticoagulation' 'started'
 'a vitamin K inhibitor' 'interventions' 'admission' 'following'
 'most likely etiology' 'patients condition']",C,"', step_by_step='1. The patient has a history of varicose veins and presents with sudden-onset dyspnea, which raises suspicion for a pulmonary embolism (PE"
1239,"A 7-year-old boy is brought to the clinic by his mother with increasing swelling of his right jaw for the past 2 months. She notes that he has been treated several times with different antibiotics, but that they have not helped. She reports no recent history of fever, chills, or night sweats. The boy has no significant medical history. He emigrated to the United States with his family from Nigeria 1 month ago. He is in the 85th percentile for height and weight, and he has been meeting all developmental milestones. His temperature is 37.8℃ (100.0℉). On physical examination, the patient has a prominent 8 × 8 cm mass over the right mandible. The mass has partially distorted the borders of the mandible and cheek. The overlying skin is erythematous. The mass is firm, immobile, and tender. The contralateral side of the face shows no abnormalities. An oral examination shows the disruption of the ipsilateral lower teeth and oral mucosa. The remainder of the physical exam is unremarkable. A biopsy of the mass is performed and a histopathologic analysis is seen in the image. Which of the following microorganisms is most likely associated with this patient’s condition?",Epstein barr virus (EBV),"{'A': 'Bartonella henselae', 'B': 'Cytomegalovirus (CMV)', 'C': 'Epstein barr virus (EBV)', 'D': 'Yersinia pestis'}",step2&3,C,"['year old boy' 'brought' 'clinic' 'mother' 'increasing swelling'
 'right jaw' 'past' 'months' 'notes' 'treated'
 'times with different antibiotics' 'not helped' 'reports'
 'recent history' 'fever' 'chills' 'night sweats' 'boy'
 'significant medical history' 'United States' 'family' 'Nigeria' 'month'
 'percentile' 'height' 'weight' 'meeting' 'developmental milestones'
 'temperature' '100 0' 'physical examination' 'patient' 'prominent 8'
 '8 cm mass' 'right mandible' 'mass' 'distorted' 'borders of' 'mandible'
 'cheek' 'skin' 'erythematous' 'mass' 'firm' 'immobile' 'tender'
 'contralateral side of' 'face shows' 'abnormalities'
 'oral examination shows' 'disruption' 'ipsilateral lower teeth'
 'oral mucosa' 'physical exam' 'unremarkable' 'biopsy' 'mass' 'performed'
 'histopathologic analysis' 'seen' 'image' 'following microorganisms'
 'most likely associated with' 'patients condition']",C,"', step_by_step=\""1. The patient is a 7-year-old boy with a significant mass over the right mandible, which has been increasing in size over the past two months. He has been treated with antibiotics without improvement, suggesting a non-bacterial cause.\\n2. The mass is firm, immobile, and tender, with erythema overlying the skin, indicating possible inflammation or infection.\\n3. The patient emigrated from Nigeria, which is relevant for considering endemic infections.\\n4. The disruption of the ipsilateral lower teeth and oral mucosa suggests an aggressive process affecting the jaw, possibly a tumor or an infectious condition.\\n5. Histopathologic analysis is mentioned, but not provided, which is crucial for a definitive diagnosis. However, given the clinical scenario and the geographical context, certain microorganisms are more likely.\\n6. Bartonella henselae is associated with cat scratch fever but does not typically cause such a large jaw mass. Cytomegalovirus (CMV"
1240,"A 3-year-old male was brought to the pediatrician with severe lip lacerations, with a portion of his tongue appearing to be bitten off, as well as missing portions of the fingers on his right hand. A family history is notable for two similar cases in male cousins on the mother's side. A urinalysis revealed a high level of uric acid. Which of the following is the mode of inheritance for this disorder?",X-linked recessive,"{'A': 'X-linked recessive', 'B': 'X-linked dominant', 'C': 'Autosomal dominant', 'D': 'Maternally inherited mitochondrial defect'}",step1,A,"['3 year old male' 'brought' 'pediatrician' 'severe lip lacerations'
 'portion' 'tongue appearing to' 'bitten' 'missing portions' 'fingers'
 'right hand' 'family history' 'notable' 'two similar cases'
 'male cousins' ""mother's side"" 'urinalysis revealed' 'high level'
 'uric acid' 'following' 'mode of inheritance' 'disorder']",A,"', step_by_step='1. The patient is a 3-year-old male with severe injuries and a family history of similar cases in male cousins, indicating a potential genetic condition. \\n2. The urinalysis shows a high level of uric acid, which is often associated with conditions like Lesch-Nyhan syndrome, known for its association with self-mutilating behavior and uric acid overproduction. \\n3. Lesch-Nyhan syndrome is caused by a deficiency in the enzyme hypoxanthine-guanine phosphoribosyltransferase (HPRT"
